CharlieID,PassengerID,Balance,TransactionID,CardNumber,CVV,ExpirationDate
5369865248,645,878,830,5.04838E+15,463,1/22/25
7779490181,646,145,224,,896,9/8/30
8563182544,647,920,169,5.10875E+15,308,11/16/30
8106282570,648,96,575,,996,12/29/29
5859131968,649,118,654,,246,3/31/21
8794891850,650,848,736,,955,6/2/27
4976639215,651,752,237,,992,8/8/22
4174872872,652,270,616,,249,4/26/24
3573420133,653,531,757,,741,2/11/28
2776109113,654,540,944,,311,12/3/30
5374394371,655,498,872,,427,9/6/29
4916186885,656,84,951,5.10876E+15,194,7/7/27
9646671934,657,418,164,,729,5/11/27
7672411519,658,692,878,5.10876E+15,680,10/25/22
7823332841,659,526,314,,792,1/19/27
6097658737,660,228,401,,395,6/24/23
7405075037,661,92,566,,507,10/12/25
2821181280,662,775,622,,613,8/31/29
2460256515,663,411,654,,333,3/11/27
291369758,664,317,925,,910,10/5/24
4688444907,665,974,515,5.04838E+15,699,8/12/21
301528470,666,988,475,5.10875E+15,403,4/26/24
8713295330,667,651,769,5.04838E+15,465,5/5/26
3972221843,668,214,380,5.04837E+15,831,7/15/28
1702314987,669,950,479,,628,2/27/22
2951539916,670,175,944,,175,2/19/25
6760908430,671,242,199,,141,5/2/24
4467493050,672,97,819,,548,7/6/23
2589157002,673,246,686,5.04837E+15,860,3/7/21
8497801628,674,413,722,,202,5/5/27
4179313510,675,530,825,,470,1/3/23
6925911718,676,892,693,,871,8/16/21
5431966677,677,100,303,,845,6/29/21
9549736407,678,753,624,,695,3/17/24
5541172772,679,517,151,,257,5/5/23
4038929639,680,850,454,,238,5/7/22
7054915976,681,721,253,,688,2/17/21
7570688392,682,164,548,,504,6/2/23
142898384,683,936,152,,113,9/3/29
3267433711,684,132,860,,326,7/9/29
924972505,685,19,236,5.04837E+15,101,5/14/21
624759059,686,76,502,,500,8/2/26
8221063959,687,887,291,5.10876E+15,171,12/31/22
3620981566,688,216,966,,188,1/31/30
8732340672,689,213,486,5.04838E+15,365,7/25/23
3145361457,690,157,346,,945,6/21/23
353261580,691,357,283,,684,9/16/28
9113166808,692,506,491,,359,7/8/21
9978421831,693,794,100,,983,10/4/23
3041782065,694,247,357,,673,7/21/22
946600686,695,409,275,,169,9/21/25
3200443375,696,580,703,,107,1/24/30
4320123425,697,250,483,,496,7/4/25
3916878409,698,749,989,,497,7/21/26
5904555695,699,0,696,5.10875E+15,907,4/25/26
5068391883,700,90,897,,105,10/21/22
5908120731,701,945,973,,155,3/5/21
9716848153,702,593,815,,869,9/10/28
4518837436,703,291,694,,601,5/16/28
5756369880,704,593,774,,625,9/19/28
7223537795,705,894,781,,980,6/28/28
3731726289,706,79,510,,273,9/13/24
930024672,707,448,778,,540,8/7/28
8469797913,708,977,502,,350,3/20/29
6226967285,709,31,334,,377,6/23/22
2881520170,710,574,510,,765,5/9/21
8561811803,711,465,360,,434,6/14/21
6940798064,712,291,204,5.10875E+15,389,1/15/27
3291328728,713,124,957,,504,7/13/22
7736162131,714,54,502,,519,12/18/21
2140750691,715,873,527,5.04838E+15,416,4/23/24
6922562798,716,912,851,,352,5/25/21
5337194755,717,136,678,5.10876E+15,179,3/2/30
7810126415,718,529,504,,657,6/17/21
5483418662,719,141,314,,416,5/1/23
1015086187,720,204,298,5.10875E+15,682,3/21/29
2538761565,721,80,607,,846,5/16/27
1894537181,722,444,823,,139,10/17/21
9491300598,723,142,626,,507,5/10/24
6367655123,724,614,711,,981,8/27/26
3067281950,725,149,612,,522,10/14/23
508821002,726,838,736,,196,8/31/28
4195956641,727,332,563,,993,7/9/24
673781267,728,779,770,,955,7/16/27
7263522896,729,207,756,,112,10/1/29
8440492529,730,556,451,,701,8/1/28
2621497535,731,89,604,,567,6/9/28
7456105391,732,347,863,,741,11/14/29
7904341492,733,489,227,,949,12/29/29
6003932155,734,804,443,,720,7/8/27
4582597416,735,644,850,,347,10/29/26
7733194105,736,191,333,,823,8/4/21
1705006582,737,420,370,,267,2/10/25
1263951899,738,571,683,,597,4/22/26
496281208,739,711,428,,369,10/31/26
1204957355,740,490,423,,312,10/8/25
4694973789,741,202,544,,401,8/15/23
680484809,742,778,249,,267,4/15/27
7826710871,743,925,370,,453,5/25/28
9547562274,744,533,861,,510,4/25/25
5001475198,745,900,331,,903,12/7/24
3468360622,746,307,569,,814,7/3/28
7054108221,747,163,549,,657,4/15/23
9678850125,748,418,123,5.04837E+15,235,2/6/21
1434337057,749,268,951,,344,2/27/30
8773910376,750,163,391,,175,7/1/24
676521096,751,965,482,5.04838E+15,929,1/10/25
7300467385,752,606,849,,716,12/11/24
6873899763,753,92,280,,149,5/25/26
1533181853,754,18,513,,261,6/15/25
3378211652,755,516,576,,903,8/8/22
6119843302,756,391,657,,167,9/15/29
3843876215,757,853,173,,434,2/4/24
8289133472,758,514,535,5.10875E+15,644,9/25/26
6109800597,759,337,625,5.04837E+15,210,11/12/28
2951364482,760,640,694,,269,6/29/21
1756683255,761,297,207,,221,2/10/28
7071540144,762,800,484,,517,4/5/21
5410174682,763,257,181,,467,4/10/29
9710858521,764,641,846,5.04837E+15,573,1/28/27
9889920034,765,62,742,,891,12/7/24
134619005,766,371,791,,682,4/29/27
6257417872,767,515,509,,378,11/24/28
1761333097,768,318,156,,624,5/12/24
4054331289,769,878,560,5.10875E+15,896,2/14/24
6703959358,770,22,966,,725,10/10/29
1658248937,771,390,350,,635,9/28/30
1949221059,772,386,367,5.10876E+15,834,10/15/27
9856860393,773,154,916,,701,1/12/27
893941549,774,621,104,5.04838E+15,724,11/3/22
7379460358,775,622,200,,921,1/31/28
7873639096,776,985,399,,613,8/13/25
4905836603,777,600,212,,192,5/16/30
4915870936,778,828,727,,295,6/5/28
3831551324,779,544,596,,807,6/11/26
2811071733,780,481,641,5.04837E+15,255,2/22/24
291409148,781,549,819,,580,1/28/28
770451454,782,189,819,,387,8/30/23
4716620077,783,288,283,,865,8/1/23
4435874008,784,457,210,,112,5/25/22
7159675576,785,669,215,,796,2/5/21
6752610010,786,971,669,5.10876E+15,849,8/16/25
8049357066,787,295,469,,935,11/27/25
6967048937,788,873,671,5.10875E+15,447,6/22/24
7851391474,789,785,699,,148,1/29/25
973387289,790,76,498,5.04838E+15,236,9/6/27
3792464527,791,23,141,5.10875E+15,915,6/11/25
1047053063,792,615,151,5.10876E+15,273,6/22/27
1733739076,793,838,715,,467,11/2/23
9272580021,794,379,670,,628,4/7/27
4965290038,795,48,219,,612,12/13/29
9925759129,796,155,414,,334,5/10/24
5254940360,797,186,825,,490,1/17/29
5891386054,798,632,617,5.04837E+15,932,1/11/29
8149514309,799,389,834,,261,10/30/24
6720679651,800,900,567,,830,3/12/21
8908495193,801,587,372,,417,1/24/28
5755371067,802,365,187,5.10875E+15,358,3/28/22
7495943580,803,390,483,5.10875E+15,293,9/2/22
7798905367,804,118,259,,998,6/24/25
6209225993,805,68,172,,438,3/15/30
2924077052,806,232,324,,667,5/11/29
2898288144,807,261,664,,499,2/11/26
7934900821,808,230,797,,346,1/17/28
762413085,809,766,498,5.04838E+15,471,9/8/28
6820317794,810,499,329,,328,1/20/25
1430368489,811,637,914,,891,3/1/27
8063062019,812,84,837,,821,7/15/29
5055788704,813,580,441,5.10875E+15,331,4/8/21
255498284,814,850,870,,795,9/9/25
5499772819,815,314,452,,303,4/15/30
8296126060,816,794,680,5.04837E+15,744,6/15/29
6628189082,817,9,959,,414,8/19/27
2941667334,818,499,753,,304,7/12/21
7900302107,819,312,473,,273,1/22/27
1641857285,820,738,205,,404,4/18/27
4870598620,821,307,640,,514,6/15/26
5730012500,822,771,387,,938,4/21/23
3315372829,823,458,315,,910,12/19/23
2063095965,824,489,358,,938,2/26/23
4397350736,825,121,164,5.04837E+15,180,10/8/30
6408319009,826,590,670,,635,3/27/25
5796837931,827,984,419,,628,5/8/30
6082004388,828,81,690,,218,3/29/29
7890709358,829,787,446,,341,1/15/22
1916880894,830,153,874,,477,11/14/22
1484251067,831,424,508,5.04838E+15,295,10/24/30
5138153447,832,114,640,5.04837E+15,417,1/27/23
6438651605,833,825,801,,868,3/8/23
5849960015,834,433,693,,734,3/14/25
4422049666,835,112,632,,307,6/5/27
955592879,836,43,603,5.04837E+15,440,3/17/25
4552183605,837,213,669,,426,4/9/27
4318986799,838,589,146,,875,5/25/22
3774885907,839,818,240,,485,1/15/25
8403721285,840,488,812,5.10876E+15,905,8/23/27
6020512762,841,413,515,,830,8/13/21
6282005531,842,664,574,,311,6/29/29
5947513250,843,218,267,5.10875E+15,999,2/25/24
1098382676,844,47,234,,964,7/18/26
4426009618,845,853,987,,421,10/28/21
6562689864,846,487,628,,316,4/2/22
8460747328,847,748,962,,900,5/7/21
9784516802,848,401,558,,875,1/11/22
2079449761,849,470,139,,840,11/6/28
5548205080,850,704,772,,111,12/4/25
9551697456,851,151,293,5.10875E+15,633,12/11/24
4472924226,852,688,834,5.10875E+15,758,7/31/21
6585573897,853,126,249,5.10876E+15,131,2/7/22
8715541274,854,770,333,,290,4/17/23
2698107782,855,108,690,,171,3/5/21
2347209108,856,508,716,,587,2/20/25
2502991218,857,825,253,,771,8/14/27
7333327841,858,901,128,,294,10/13/22
7115594902,859,811,987,5.10876E+15,794,8/14/28
3637481219,860,165,840,,588,6/20/29
8788911861,861,747,966,,340,6/26/25
5144409342,862,105,327,,613,5/31/26
9917488847,863,716,938,5.10876E+15,218,8/19/26
6654114000,864,447,772,,960,11/8/29
9688631116,865,727,716,,333,12/1/27
1813015546,866,178,861,,517,1/16/23
7243998364,867,540,393,,694,5/11/21
7255075592,868,804,767,,620,8/13/28
2252487208,869,300,451,,779,2/15/21
9109611320,870,562,937,,441,8/20/24
4971186336,871,748,676,5.04837E+15,656,7/11/25
127969314,872,681,745,,952,8/18/22
5678187546,873,423,415,,806,1/17/21
7236345008,874,105,627,,264,8/16/23
1341549658,875,575,638,,794,4/16/22
183611403,876,186,305,,495,12/21/26
7737536272,877,613,150,,171,9/30/27
3570837351,878,965,827,,311,4/27/27
8558764905,879,774,726,,904,9/11/23
1796876429,880,134,875,,161,12/26/25
5262770061,881,411,722,5.10876E+15,994,12/25/21
887801919,882,546,518,5.10875E+15,573,10/2/29
7416971993,883,106,892,,241,8/14/30
9336908561,884,104,406,,844,8/11/23
4525002344,885,514,978,,259,7/2/30
5873028389,886,252,156,,907,12/23/24
891179054,887,912,114,5.04837E+15,653,5/14/21
457961937,888,807,469,,309,8/20/29
452745233,889,475,955,,223,7/21/29
926751743,890,466,236,,911,11/30/26
1153964244,891,82,189,,769,7/13/24
3890582222,892,120,119,5.10875E+15,456,5/30/22
4769655096,893,583,513,,907,12/5/28
277415322,894,800,573,,555,9/12/29
4683164310,895,938,739,5.04837E+15,221,9/7/27
5603662832,896,545,455,,500,4/1/29
7080662729,897,243,551,,905,6/6/24
2505554390,898,957,851,,410,3/29/27
3737567352,899,282,871,,222,8/26/25
119136392,900,266,339,,825,11/19/21
8836478433,901,86,676,5.04838E+15,770,1/16/29
5814768754,902,434,803,,591,1/13/26
1235362442,903,226,140,,583,6/29/30
518865215,904,597,130,,618,3/8/30
8033238720,905,470,721,,643,10/19/25
443206198,906,400,257,5.04838E+15,706,5/31/27
8787852241,907,883,105,,310,3/14/23
9566079109,908,376,725,,332,6/17/24
9523493779,909,677,438,,100,8/24/26
102951292,910,127,103,,681,12/29/24
8882434702,911,923,427,,319,5/26/28
3293553605,912,830,224,5.04838E+15,326,9/4/28
1980083576,913,131,610,,972,10/4/28
6969311023,914,60,747,,156,1/7/21
895511037,915,415,320,5.10875E+15,638,8/15/28
3234171599,916,817,992,,725,12/12/26
6865408829,917,734,230,,149,3/17/21
1028197365,918,952,802,,338,6/4/27
9923796574,919,279,542,,544,7/21/25
8169134900,920,701,933,,316,5/23/25
8830287733,921,424,389,,860,6/8/28
8646788091,922,755,133,,694,11/25/23
1365471225,923,371,185,,179,12/10/24
6478244571,924,96,597,5.10876E+15,362,1/5/24
9292257684,925,241,834,,491,10/1/27
4227272009,926,460,558,5.04838E+15,304,1/1/30
2008303667,927,582,713,,712,2/3/30
212439650,928,986,840,5.10876E+15,254,3/19/29
4518180933,929,89,796,,300,10/31/25
6037248303,930,735,508,,227,5/21/23
4850350925,931,27,398,,487,6/30/28
7118579173,932,756,401,,541,4/13/21
1476175667,933,648,914,,662,8/10/23
6060961622,934,586,395,,529,11/9/29
3570408310,935,107,509,,370,9/7/29
4832316206,936,764,774,,450,6/23/24
1577232046,937,87,647,,586,12/5/27
8069536993,938,511,667,,346,7/2/23
2065878029,939,356,989,,335,9/10/21
2267151871,940,673,820,5.04837E+15,490,8/28/25
2203612169,941,818,406,,437,10/2/21
6343139664,942,570,416,,244,10/20/27
6546386283,943,622,884,,814,9/19/22
3504785470,944,74,396,5.04838E+15,812,1/5/25
4104453854,945,169,810,,815,3/14/28
469997990,946,204,203,,989,3/7/21
4100540434,947,494,356,,485,10/28/29
3901271554,948,386,610,,803,4/25/26
7799826541,949,341,216,,220,1/13/21
1483016439,950,226,437,,930,8/3/21
4220422692,951,251,538,,955,1/9/21
6043594684,952,675,359,,712,4/8/28
2265168068,953,499,799,,929,4/3/22
6722905454,954,76,155,,421,9/17/23
8095841137,955,37,450,5.10875E+15,641,7/24/30
8291907196,956,908,123,5.04837E+15,232,5/16/29
9757932124,957,454,999,,943,1/20/28
2033722562,958,207,367,,321,12/16/23
1931129134,959,896,481,,712,6/15/25
5228397221,960,915,629,5.04838E+15,206,9/30/28
5150726478,961,415,774,5.10875E+15,864,7/7/23
3288413221,962,374,267,,359,3/6/24
1627004572,963,258,827,,758,11/18/30
4997806919,964,375,676,,392,4/30/27
4119720519,965,245,756,,211,3/5/23
2448719446,966,833,519,,518,12/3/22
3733359976,967,702,531,5.04837E+15,913,11/21/22
5091227628,968,993,521,,147,8/29/27
4466024766,969,259,832,5.10875E+15,975,12/18/24
9128427831,970,365,665,,320,10/22/24
1427781168,971,636,828,,854,2/4/28
6036566654,972,667,639,,848,5/24/29
1649299982,973,256,262,,336,9/16/29
8619115685,974,970,257,,109,4/19/27
3521843408,975,172,317,,752,11/28/28
4394974429,976,798,293,,569,3/30/24
8784147385,977,391,893,,633,4/15/24
6304637802,978,986,393,,512,6/29/24
1522607765,979,729,527,,740,11/9/25
8010863696,980,707,236,5.10875E+15,993,8/25/28
252056337,981,349,823,5.10875E+15,933,8/3/24
6550800676,982,147,291,5.10876E+15,913,9/11/24
5734679569,983,687,460,,582,10/11/24
6647828311,984,772,644,5.04838E+15,371,7/21/27
8490427704,985,481,935,,370,10/15/26
1165648881,986,642,476,5.10876E+15,563,4/14/22
4604773912,987,207,970,,578,5/2/25
2238642374,988,85,339,,960,1/7/21
3962401245,989,144,401,,708,12/12/25
4919424523,990,175,740,,672,3/9/25
8324022961,991,324,284,,503,1/8/21
531428206,992,371,479,,287,6/15/26
5829386836,993,177,405,,218,10/1/25
99991101,994,996,218,5.10876E+15,539,2/7/28
3853922236,995,42,218,,637,9/26/22
9774158237,996,564,750,,989,5/8/24
6517030565,997,559,177,,188,7/13/23
1947262858,998,43,311,5.10876E+15,996,6/18/27
3984477082,999,372,440,,154,3/12/30
2157466452,1000,130,396,,973,6/12/25
6019533352,1001,836,102,5.04838E+15,237,11/23/29
8066154844,1002,556,386,,344,11/19/21
7596673171,1003,814,994,,158,9/12/29
247461865,1004,725,227,5.10875E+15,183,1/28/28
3423559292,1005,547,437,5.04837E+15,678,6/1/26
7510936403,1006,212,691,5.04837E+15,767,11/30/24
7604911986,1007,909,673,5.10875E+15,832,4/13/25
5513155389,1008,357,867,,443,4/4/29
1645507815,1009,63,620,5.04837E+15,822,4/15/25
1162725486,1010,214,769,,674,8/4/29
482529954,1011,945,875,5.04837E+15,316,5/11/23
575269774,1012,876,973,,297,10/12/23
8256498218,1013,149,225,,360,3/3/29
221900403,1014,285,649,,681,7/31/21
3805922086,1015,843,513,,880,8/19/23
5968680210,1016,993,607,,639,6/21/23
3526964920,1017,852,787,5.10876E+15,598,10/28/27
942945298,1018,455,778,5.10876E+15,680,2/2/26
7339207600,1019,81,612,,678,2/6/29
5424147879,1020,405,970,5.10875E+15,962,4/23/30
3023941815,1021,935,481,,447,10/5/21
4165647985,1022,592,962,,849,10/26/25
3594168751,1023,773,837,,813,9/1/29
3227496941,1024,841,971,,368,1/2/28
994988990,1025,705,335,,310,12/9/27
5386698893,1026,864,868,,609,7/12/30
3104095418,1027,535,579,5.04837E+15,842,7/18/30
2806966302,1028,86,755,,700,12/25/30
7660244078,1029,244,687,,910,12/25/28
4420657456,1030,285,933,,403,3/8/29
5408318354,1031,738,173,,750,6/25/28
7415345983,1032,201,685,,679,11/22/27
7193227092,1033,681,781,,296,3/6/29
373913788,1034,631,384,,373,11/14/30
8104016334,1035,658,445,,618,10/28/25
1036396665,1036,844,215,5.10876E+15,188,1/23/30
5195965250,1037,994,261,,626,2/20/28
4355703967,1038,120,798,5.10875E+15,548,3/3/26
2344845100,1039,936,590,,342,3/21/28
6727948623,1040,279,393,,433,2/7/28
3886400182,1041,423,945,,733,1/21/21
6629674979,1042,499,430,,794,2/19/23
1127075764,1043,723,123,,220,10/14/21
1131796098,1044,29,903,,458,2/3/29
1562470000,1045,664,714,,142,7/25/26
9467953951,1046,780,166,,657,10/22/21
5343528104,1047,285,842,,871,7/23/21
7241939115,1048,148,767,,627,1/24/22
5272547535,1049,179,319,,561,5/11/27
9770804355,1050,543,368,5.04838E+15,123,9/22/27
2152575733,1051,525,804,,392,9/30/28
1550651463,1052,821,746,,525,7/24/23
688574343,1053,282,547,,766,8/8/30
1731962347,1054,214,518,5.10876E+15,642,4/8/29
1515969819,1055,772,884,5.04838E+15,412,3/10/23
1242776257,1056,817,203,,431,11/2/22
9739087205,1057,590,550,,820,2/8/21
659638819,1058,641,419,5.10876E+15,683,9/16/21
4907748841,1059,17,428,,447,4/14/27
965631419,1060,804,226,,189,3/23/22
1040560822,1061,483,652,,430,11/3/30
3855680191,1062,690,842,5.04838E+15,169,1/15/24
6788640661,1063,698,844,5.10875E+15,315,12/20/29
8136038627,1064,523,501,,474,11/1/29
5928487002,1065,441,518,,531,3/23/22
1905294069,1066,347,849,,650,11/6/29
6772873637,1067,693,588,,246,3/22/21
8581019676,1068,624,786,,589,7/23/21
3461331546,1069,651,293,5.10876E+15,833,5/22/25
8629938684,1070,809,743,,965,12/19/30
7930276716,1071,861,617,,673,4/16/26
2743723297,1072,151,590,,336,10/30/29
6015689919,1073,725,256,,838,8/2/21
9280395475,1074,738,885,,578,4/1/22
117943630,1075,992,906,,821,6/15/22
8828256222,1076,158,961,,434,4/10/21
6804998146,1077,375,939,5.04838E+15,765,5/9/23
7420544123,1078,560,516,,231,3/14/29
4855189251,1079,408,847,,415,12/14/30
3459341424,1080,838,576,,958,1/19/21
8821959295,1081,288,563,,160,11/9/24
1327360519,1082,547,320,,361,5/6/27
5339606759,1083,540,432,,354,3/15/24
5520371385,1084,960,336,,664,10/11/28
3799649654,1085,560,757,,703,3/18/29
5918390693,1086,506,914,,234,4/2/24
5964784658,1087,308,412,,801,8/16/23
4142407716,1088,482,411,,776,1/31/23
4447751798,1089,741,390,5.10876E+15,369,4/27/25
3037241047,1090,970,871,,300,10/25/30
4503111116,1091,678,931,,361,7/18/27
8541709140,1092,524,179,,389,1/25/30
7302293341,1093,471,440,,219,5/23/24
3649907593,1094,262,100,5.10876E+15,694,10/22/26
2509060856,1095,611,162,,557,5/18/22
2231208660,1096,946,190,5.04837E+15,243,8/9/23
8152717916,1097,943,381,,200,2/23/28
8610021734,1098,535,981,,227,8/8/29
6442533840,1099,57,567,,979,3/3/30
4170798937,1100,920,972,,299,11/1/26
9043566438,1101,590,491,,954,7/28/27
958510954,1102,599,631,,244,12/16/22
2645447945,1103,902,706,,820,4/8/21
132378647,1104,140,915,,497,4/1/21
8920086982,1105,296,523,,589,9/30/25
7414580547,1106,46,120,5.10875E+15,528,1/5/21
7495674385,1107,894,616,5.10876E+15,540,2/5/28
3193016357,1108,634,467,,196,7/2/29
2510644025,1109,451,929,,563,6/18/29
7213232606,1110,590,636,5.04838E+15,232,3/17/21
7268838638,1111,122,532,,710,11/7/28
9680033783,1112,732,431,,465,9/8/27
3313029132,1113,620,923,,300,9/10/26
7878509344,1114,355,391,5.04837E+15,702,4/12/30
3260487638,1115,378,594,,945,3/23/24
3241706230,1116,884,190,,554,2/25/25
6560251381,1117,650,333,,452,1/26/30
613993896,1118,261,955,5.04837E+15,543,2/14/25
9367611900,1119,506,169,,409,8/28/23
3666232159,1120,98,415,,496,6/28/21
9540544653,1121,160,949,5.10875E+15,406,12/30/30
3108178563,1122,144,795,,697,8/7/24
6156764771,1123,537,753,,353,10/2/22
1211508064,1124,495,846,5.10876E+15,114,12/26/21
6687905929,1125,155,834,,855,3/15/23
1266635335,1126,931,661,5.10875E+15,526,2/3/30
9033729857,1127,268,365,,394,8/1/29
8077768938,1128,876,928,,617,5/4/28
4196389457,1129,152,494,5.04837E+15,409,12/29/25
3777970484,1130,915,310,,553,11/6/28
8375831883,1131,892,393,,657,2/27/24
1334681066,1132,433,948,5.04837E+15,656,6/8/23
9338287858,1133,689,300,,901,11/18/27
9589400892,1134,558,773,5.10875E+15,870,12/1/28
8246347330,1135,347,948,5.04838E+15,160,8/15/30
9201339992,1136,625,501,5.04838E+15,477,3/18/30
4456247789,1137,838,501,,765,3/22/21
4079356072,1138,564,857,5.04837E+15,997,2/21/26
3903385123,1139,594,585,5.04837E+15,406,3/8/21
5551745562,1140,259,429,5.04838E+15,750,7/21/22
2780087196,1141,659,901,,165,3/12/28
2441318349,1142,684,891,,310,12/9/25
15081559,1143,995,447,,599,1/20/21
2918491055,1144,814,169,,807,5/29/30
613535952,1145,919,541,,472,3/7/23
5189749924,1146,235,185,5.10875E+15,893,11/21/21
4387921226,1147,554,659,,344,8/12/22
177289023,1148,349,322,,616,11/22/30
7789098055,1149,192,802,,933,2/13/26
3562705107,1150,505,183,,629,10/11/21
3413790315,1151,306,488,,461,2/23/28
6672753168,1152,219,562,,335,3/19/24
8658627314,1153,190,210,,752,10/9/25
766467570,1154,59,951,,746,7/22/23
5176014033,1155,745,776,5.04837E+15,148,2/6/26
3636551329,1156,477,556,5.10876E+15,120,1/5/26
8464805071,1157,138,924,,255,5/14/26
6276949507,1158,85,810,5.04837E+15,961,10/20/23
3884923277,1159,57,394,,209,8/12/25
3089722402,1160,293,453,,765,8/5/21
740989960,1161,651,264,,339,11/1/29
6939945954,1162,828,967,,310,5/18/24
9054251441,1163,570,537,,216,4/17/29
5230358416,1164,916,394,,243,6/27/22
7455500319,1165,687,731,,316,4/9/21
7617776500,1166,785,357,5.10876E+15,777,8/24/28
6809755152,1167,63,579,,415,10/28/23
8815543155,1168,56,555,,474,12/23/30
4547229791,1169,416,754,,702,7/28/30
4631473533,1170,169,830,5.10875E+15,573,5/25/27
7186221912,1171,189,739,,870,12/12/27
133749207,1172,122,877,,170,4/22/28
4652597290,1173,223,341,5.10876E+15,381,6/5/27
4619996041,1174,713,380,,439,3/2/28
3085912983,1175,977,352,,572,3/31/26
214915689,1176,863,326,,383,12/7/24
6944743434,1177,756,979,,443,2/17/29
5660170366,1178,60,831,,487,11/25/29
334574870,1179,499,961,,712,10/12/23
1952332702,1180,33,868,,654,2/24/27
7747140614,1181,86,902,,368,10/3/26
4812871719,1182,540,422,,824,7/11/23
6430643573,1183,520,612,5.04838E+15,203,2/10/28
6677259617,1184,728,613,5.04838E+15,529,8/4/30
3546482131,1185,61,782,,976,2/4/29
3344646389,1186,197,491,,489,3/11/28
130188794,1187,379,350,,169,3/18/24
3821304952,1188,645,619,,737,1/22/21
9850741570,1189,966,585,,105,10/5/21
989662500,1190,394,577,5.04837E+15,627,10/17/30
3565195568,1191,22,497,,381,8/14/22
8629888253,1192,339,955,,929,6/5/27
5732969055,1193,330,837,5.10876E+15,608,6/9/21
723000840,1194,265,513,,956,10/17/26
6841140494,1195,716,463,,928,6/16/24
8392792793,1196,390,341,,799,1/3/21
3732832201,1197,769,910,5.10875E+15,718,9/19/26
6430254240,1198,114,314,,420,11/5/21
5560776432,1199,260,184,,411,7/15/21
3651595617,1200,385,868,5.10875E+15,213,10/2/27
1855191342,1201,290,372,5.10875E+15,677,1/15/22
2773169557,1202,845,186,,403,10/13/29
4170433246,1203,724,399,5.04838E+15,590,10/2/27
2364006619,1204,849,921,,188,1/15/29
9519363009,1205,424,175,,150,6/7/22
9627154903,1206,780,355,5.10875E+15,404,7/11/25
4693312797,1207,135,470,5.10875E+15,599,2/25/28
537378375,1208,330,413,,747,1/1/28
7937483571,1209,36,948,,325,11/19/27
3596540771,1210,172,537,,966,2/11/28
8342881210,1211,409,255,,293,11/26/30
1026620406,1212,516,718,,334,5/27/22
6197997800,1213,789,257,5.10876E+15,569,4/26/26
5026551351,1214,661,482,,723,3/15/26
265622298,1215,971,416,,708,5/3/24
4417966230,1216,276,741,,118,1/3/27
6423025533,1217,509,760,5.04838E+15,759,1/25/24
6293376277,1218,85,644,,837,7/3/25
5003792611,1219,811,522,,408,10/19/30
414676114,1220,567,108,,306,3/31/26
8074381153,1221,941,521,,130,7/21/29
1092671153,1222,532,749,,820,8/14/25
6803441555,1223,360,476,,680,4/1/30
1818279886,1224,600,923,5.10876E+15,487,8/2/29
9607411854,1225,68,338,,271,9/10/30
333144767,1226,903,472,,507,9/16/28
801902967,1227,934,778,,864,3/14/25
8047976699,1228,809,796,5.10875E+15,338,7/16/25
5668874567,1229,541,632,5.04838E+15,961,9/7/24
3231291127,1230,672,234,5.04837E+15,392,7/8/25
3147096831,1231,161,546,,694,6/9/30
1883010640,1232,728,572,,613,2/5/24
4697859839,1233,254,844,,254,3/12/25
5495183398,1234,957,806,,455,9/26/29
9747179962,1235,606,239,,340,4/11/27
6945208826,1236,610,235,,557,3/14/28
6662217832,1237,622,660,5.10876E+15,189,3/21/21
4858396754,1238,205,714,,384,4/20/28
4249394662,1239,636,912,,531,4/5/21
7767086542,1240,904,566,,447,7/31/21
8152422819,1241,402,230,,732,7/17/26
9093816446,1242,209,817,,156,2/21/26
8506388589,1243,573,475,5.04838E+15,214,9/27/30
2642186741,1244,833,123,,960,6/26/29
1316461998,1245,685,399,,790,3/4/25
2970182750,1246,968,229,,514,3/27/23
1735663247,1247,583,176,,566,4/26/28
5413363257,1248,116,917,,997,9/24/27
546762077,1249,823,374,,789,5/5/26
2155913850,1250,455,407,5.10875E+15,454,5/14/21
4299309294,1251,816,348,,828,5/5/27
1730117430,1252,301,330,,872,2/2/21
8065830625,1253,163,792,,410,4/27/26
9827646672,1254,573,892,5.10876E+15,240,11/19/30
5460054052,1255,867,280,,290,5/22/25
506998886,1256,360,568,5.04838E+15,252,7/20/27
1250403553,1257,849,802,,902,4/19/23
6295561209,1258,754,390,,270,8/5/24
6024227744,1259,512,165,,796,6/13/22
2243488396,1260,529,904,5.04838E+15,113,1/20/26
2482292077,1261,960,870,,301,1/15/26
1602411913,1262,455,698,,296,4/13/29
6920967626,1263,241,116,5.10875E+15,648,7/7/22
2739695861,1264,58,652,5.04837E+15,680,2/23/22
1908754389,1265,412,597,5.04838E+15,765,6/18/23
9736571475,1266,324,453,,844,2/29/24
1000664376,1267,844,745,,354,11/15/27
2828779017,1268,251,183,5.04837E+15,406,5/7/26
566946408,1269,972,351,,495,10/18/30
2132178038,1270,283,904,,214,3/20/25
8758727787,1271,817,198,,471,7/18/25
2526620953,1272,143,269,,253,9/12/26
27126722,1273,877,225,,368,8/5/29
1958742848,1274,875,283,,499,4/23/26
1683198867,1275,54,386,5.04837E+15,163,1/24/28
6686443670,1276,677,619,5.04837E+15,402,4/13/23
4572031983,1277,82,162,,264,3/31/26
11060727,1278,433,399,,760,11/19/27
